ID	Organism	Subtype	Country	SamplingYear	Region	Organism_and_Subtype	Region_and_Year
JX446710|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446711|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446712|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446713|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446714|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446715|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446716|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446717|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446718|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446719|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX446736|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446737|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446755|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446756|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446757|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446758|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446759|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446760|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446761|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446763|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446764|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446795|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446796|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446797|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446798|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446799|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446800|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446801|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446802|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446803|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446804|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446805|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446806|HIV-1|subtype:B	HIV-1	B	THAILAND	2006	Asia	HIV-1_B	Asia_2006
JX446848|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446849|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446850|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446851|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446852|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX446853|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446854|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446855|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446856|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446877|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446899|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446900|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446901|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446902|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446903|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX446916|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446918|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446919|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446920|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446921|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446922|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446923|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446924|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446925|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446926|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446927|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX446928|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX446929|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX446930|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX446931|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX446987|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446988|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446990|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446991|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446992|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446993|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446994|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446995|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446996|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX446997|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX446998|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX446999|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX447000|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX447001|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX447002|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX447003|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX447004|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX447005|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX447006|HIV-1|subtype:01B	HIV-1	01B	THAILAND	2006	Asia	HIV-1_01B	Asia_2006
JX447018|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447019|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447020|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447021|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447022|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447023|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447024|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447025|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447026|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447027|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2004	Asia	HIV-1_01_AE	Asia_2004
JX447028|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447029|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447030|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447031|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447032|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447054|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447055|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447056|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447057|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447058|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447059|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447060|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447061|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447062|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447063|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447064|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447065|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447066|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447067|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447072|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447073|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447074|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447075|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447076|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447077|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447078|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447079|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447080|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447081|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447082|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447083|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447084|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447085|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447086|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447087|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447089|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447090|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447091|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447093|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447122|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447123|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447124|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447125|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447126|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447127|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447128|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447129|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447130|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447131|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447132|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447133|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447134|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447135|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447136|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447137|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447156|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447157|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447158|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447159|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447160|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447161|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447162|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447163|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447164|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447165|HIV-1|subtype:B	HIV-1	B	THAILAND	2007	Asia	HIV-1_B	Asia_2007
JX447268|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447283|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447284|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447285|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447286|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447287|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447300|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447301|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447302|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447303|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447304|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447305|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447306|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447307|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447308|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447309|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447312|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447313|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447314|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447315|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447316|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447317|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447349|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447350|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447351|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447352|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447353|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447354|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447355|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447356|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447357|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447358|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447359|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447360|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447361|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447362|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447363|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447364|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447365|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447366|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447368|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447403|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447404|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447406|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447407|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447408|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447409|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447410|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447411|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447413|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447414|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447415|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447416|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2005	Asia	HIV-1_01_AE	Asia_2005
JX447454|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447455|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447456|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447458|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447459|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447460|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447461|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447462|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447463|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447464|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2008	Asia	HIV-1_01_AE	Asia_2008
JX447465|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447466|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447467|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447468|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447470|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447471|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447472|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2006	Asia	HIV-1_01_AE	Asia_2006
JX447499|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
JX447500|HIV-1|subtype:01_AE	HIV-1	01_AE	THAILAND	2007	Asia	HIV-1_01_AE	Asia_2007
